id,name,maintenance_responsibility,installed,material,length,number_of_steps,schools_count,school_score,total_population,transit_rider_count,transit_score,detour_score,overall_score,image,neighborhood,council_district,ward,tract,public_works_division,pli_division,police_zone,fire_zone,latitude,longitude
891762864,Martha St from Morningside Ave to Kalamazoo Way,2nd Division,1949-01-01,Concrete,102,7,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Martha_St_from_Morningside_Ave_to_Kalamazoo_Way.jpg,Morningside,7,10,42003101400,2,10,5,3-7,40.4855552,-79.92872599
1888367102,Martin Luther King Park,Parks - Schenley,,Concrete,,,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Martin_Luther_King_Park.jpg,Terrace Village,6,5,42003051100,3,5,2,2-1,40.43966293,-79.97486759
1283594953,Marvista St,1st Division,1951-01-01,Concrete,215,66,0,100,308,71,4,5,4,https://tools.wprdc.org/images/pittsburgh/steps/Marvista_St.jpg,California-Kirkbride,6,21,42003250700,1,21,1,1-9,40.46152761,-80.02726821
1763453637,Marvista St from Hyena St to Dead End,1st Division,1951-01-01,Concrete,70,53,0,100,89,0,1,1,2,https://tools.wprdc.org/images/pittsburgh/steps/Marvista_St_from_Hyena_St_to_Dead_End.jpg,California-Kirkbride,6,21,42003250700,1,21,1,1-9,40.46164165,-80.02623776
1249300684,Marvista St from Marvista St to Marvista St,1st Division,1951-01-01,Concrete,451,209,0,100,284,0,2,4,4,https://tools.wprdc.org/images/pittsburgh/steps/Marvista_St_from_Marvista_St_to_Marvista_St.jpg,California-Kirkbride,6,21,42003250700,1,21,1,1-9,40.46176944,-80.02572315
831652393,Mary St from S 30th St,4th Division,,Wood,80,27,0,100,550,33,2,1,3,https://tools.wprdc.org/images/pittsburgh/steps/Mary_St_from_S_30th_St.jpg,South Side Slopes,3,16,42003160800,3,16,3,4-24,40.42319459,-79.96606761
2072104190,Mary St from S 30th St Steps,4th Division,,Concrete/Wood,116,,0,100,577,54,3,1,3,https://tools.wprdc.org/images/pittsburgh/steps/Mary_St_from_S_30th_St_Steps.jpg,South Side Slopes,3,16,42003160800,3,16,3,4-24,40.42262822,-79.96548822
2012864527,Mary St to Handler St,4th Division,,Concrete,209,121,0,100,378,8,2,4,2,https://tools.wprdc.org/images/pittsburgh/steps/Mary_St_to_Handler_St.jpg,South Side Slopes,3,16,42003160800,3,16,3,4-24,40.42121649,-79.96316913
1235401548,Mauch St from Spring Garden Ave to Carrie St,1st Division,,Concrete,127,41,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Mauch_St_from_Spring_Garden_Ave_to_Carrie_St.jpg,Spring Garden,1,26,42003241200,1,26,1,1-11,40.47178806,-79.98607022
1198372021,Mayfield St from Norwood Ave to Mohn Way,1st Division,1951-01-01,Concrete,353,42,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Mayfield_St_from_Norwood_Ave_to_Mohn_Way.jpg,Perry South,1,26,42003261500,1,26,1,1-23,40.47344146,-80.01422365
1365866729,McKees Lane from Burgess St to Perrysville Ave,1st Division,,Wood,159,37,0,100,1031,290,9,2,8,https://tools.wprdc.org/images/pittsburgh/steps/McKees_Lane_from_Burgess_St_to_Perrysville_Ave.jpg,Perry South,6,26,42003261400,1,26,1,1-12,40.46671179,-80.01135303
929013908,McNaugher St from Olive St,1st Division,,Wood,52,12,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/McNaugher_St_from_Olive_St.jpg,Fineview,6,25,42003250900,1,25,1,1-10,40.46458875,-80.0082791
1672464889,McNaugher St from Olive St to Mountford Ave,1st Division,,Wood,115,23,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/McNaugher_St_from_Olive_St_to_Mountford_Ave.jpg,Fineview,6,25,42003250900,1,25,1,1-10,40.46454543,-80.00802182
1316170871,Merrimac St and Woodruff St to Omaha St,5th Division,,Concrete,40,23,0,100,778,64,5,2,3,https://tools.wprdc.org/images/pittsburgh/steps/Merrimac_St_and_Woodruff_St_to_Omaha_St.jpg,Mount Washington,2,19,42003190300,5,19,3,4-1,40.43045274,-80.01385002
1070329106,Merwyn Ave from Ashlyn St,5th Division,,Concrete,32,4,0,100,402,0,5,10,4,https://tools.wprdc.org/images/pittsburgh/steps/Merwyn_Ave_from_Ashlyn_St.jpg,Sheraden,2,20,42003562500,5,20,6,1-16,40.45876938,-80.05341661
83139752,Middle St from Knoll St to Dunloe Ave,1st Division,1948-01-01,Concrete,134,101,1,6,706,229,8,5,10,https://tools.wprdc.org/images/pittsburgh/steps/Middle_St_from_Knoll_St_to_Dunloe_Ave.jpg,East Allegheny,1,23,42003563200,1,23,1,1-6,40.45792547,-80.00040947
1452476703,Mifflin Rd at Mifflin Rd Terrace to Cox Place,3rd Division,1960-01-01,Concrete,262,65,1,7,227,73,6,10,4,https://tools.wprdc.org/images/pittsburgh/steps/Mifflin_Rd_at_Mifflin_Rd_Terrace_to_Cox_Place.jpg,Lincoln Place,5,31,42003310200,3,31,4,4-20,40.37085811,-79.91539841
7002735,Milan St from Whited St,4th Division,,Wood,16,12,0,100,743,44,9,10,4,https://tools.wprdc.org/images/pittsburgh/steps/Milan_St_from_Whited_St.jpg,Brookline,4,19,42003320600,5,19,6,4-26,40.39381023,-80.01333007
2109131548,Milnor St from Attell Way to Preston St,5th Division,1947-01-01,Concrete,115,16,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Milnor_St_from_Attell_Way_to_Preston_St.jpg,Westwood,2,28,42003563100,5,28,6,1-18,40.43639478,-80.05483989
656895031,Milnor St from Barr Ave to Attell Way,5th Division,1947-01-01,Concrete,110,46,0,100,920,37,8,9,5,https://tools.wprdc.org/images/pittsburgh/steps/Milnor_St_from_Barr_Ave_to_Attell_Way.jpg,Westwood,2,28,42003563100,5,28,6,1-18,40.43671783,-80.05486265
1602761025,Milnor St from Clearview Ave to Wellborn Way,5th Division,1947-01-01,Concrete,98,40,0,100,1016,37,9,10,6,https://tools.wprdc.org/images/pittsburgh/steps/Milnor_St_from_Clearview_Ave_to_Wellborn_Way.jpg,Westwood,2,28,42003563100,5,28,6,1-18,40.43744743,-80.05497729
507398882,Milnor St from Preston St to Sedley Way,5th Division,1947-01-01,Concrete,133,43,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Milnor_St_from_Preston_St_to_Sedley_Way.jpg,Westwood,2,28,42003563100,5,28,6,1-18,40.43595734,-80.05479698
1957944930,Milnor St from Wellborn Way to Barr Ave,5th Division,1947-01-01,Concrete,104,35,0,100,1001,37,9,10,7,https://tools.wprdc.org/images/pittsburgh/steps/Milnor_St_from_Wellborn_Way_to_Barr_Ave.jpg,Westwood,2,28,42003563100,5,28,6,1-18,40.43711373,-80.05492098
576458172,Milo St at Cape May Ave to Suburban Ave,5th Division,2002-01-01,Concrete,183,96,0,100,1076,877,10,5,7,https://tools.wprdc.org/images/pittsburgh/steps/Milo_St_at_Cape_May_Ave_to_Suburban_Ave.jpg,Beechview,4,19,42003191600,5,19,6,4-28,40.40989253,-80.02013718
449705843,Milroy St at Perrysville Ave,1st Division,1936-01-01,Wood,37,25,0,100,759,136,7,3,3,https://tools.wprdc.org/images/pittsburgh/steps/Milroy_St_at_Perrysville_Ave.jpg,Perry North,1,26,42003260700,1,26,1,1-23,40.47618712,-80.01225004
1046882191,Milroy St from 323 to 301,1st Division,,Concrete,722,26,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Milroy_St_from_323_to_301.jpg,Perry South,1,26,42003261500,1,26,1,1-23,40.4763993,-80.00993325
11036634,Milroy St from Bothwell Ave to Viola St,1st Division,1982-01-01,Concrete,238,92,0,100,637,137,5,1,2,https://tools.wprdc.org/images/pittsburgh/steps/Milroy_St_from_Bothwell_Ave_to_Viola_St.jpg,Perry North,1,26,42003260700,1,26,1,1-23,40.47631764,-80.01110447
544733252,Mission St from Barry St to Oakley Way,4th Division,1950-01-01,Concrete,287,86,0,100,1012,45,5,1,6,https://tools.wprdc.org/images/pittsburgh/steps/Mission_St_from_Barry_St_to_Oakley_Way.jpg,South Side Slopes,3,16,42003160800,3,16,3,4-22,40.42241017,-79.96987032
1024327682,Missouri St to Evers Dr,2nd Division,,Concrete,115,21,1,2,597,149,5,1,3,https://tools.wprdc.org/images/pittsburgh/steps/Missouri_St_to_Evers_Dr.jpg,Lincoln-Lemington-Belmar,9,12,42003120300,2,12,5,3-15,40.47056228,-79.89928639
1622620403,Mohawk St from 5th Ave to Beelen St,3rd Division,1949-01-01,Concrete,85,77,0,100,312,224,7,7,7,https://tools.wprdc.org/images/pittsburgh/steps/Mohawk_St_from_5th_Ave_to_Beelen_St.jpg,West Oakland,6,4,42003040200,3,4,4,2-1,40.43747962,-79.97127299
2106848860,Mohler St at Willing St,2nd Division,,Concrete,20,6,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Mohler_St_at_Willing_St.jpg,Homewood North,9,13,42003130100,2,13,5,3-17,40.45837628,-79.88557604
1339409580,Monastery St from Brosville St to St Thomas St,4th Division,1970-01-01,Concrete,300,40,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Monastery_St_from_Brosville_St_to_St_Thomas_St.jpg,South Side Slopes,3,17,42003170600,3,17,3,4-3,40.42355056,-79.9861086
1017213521,Monastery St from St Thomas St to Monastery Ave,4th Division,1970-01-01,Concrete,208,15,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Monastery_St_from_St_Thomas_St_to_Monastery_Ave.jpg,South Side Slopes,3,17,42003170600,3,17,3,4-3,40.42329532,-79.98512423
199900323,Montana St from Grizella St to Swanson St,1st Division,1964-01-01,Concrete,100,47,0,100,247,0,4,10,2,https://tools.wprdc.org/images/pittsburgh/steps/Montana_St_from_Grizella_St_to_Swanson_St.jpg,Perry North,1,26,42003260200,1,26,1,1-15,40.4937134,-80.01731558
1976386361,Montclair St from Tesla St to McCaslin St,3rd Division,,Brick/Concrete,87,8,0,100,923,48,9,8,3,https://tools.wprdc.org/images/pittsburgh/steps/Montclair_St_from_Tesla_St_to_McCaslin_St.jpg,Greenfield,5,15,42003151700,3,15,4,2-12,40.42012582,-79.93644893
1418944835,Monteiro St from McCaslin St to Bryson Way,3rd Division,,Concrete,116,48,0,100,721,52,7,8,5,https://tools.wprdc.org/images/pittsburgh/steps/Monteiro_St_from_McCaslin_St_to_Bryson_Way.jpg,Greenfield,5,15,42003151700,3,15,4,2-15,40.42617612,-79.93660729
1786853684,Monteiro St to Flemington,3rd Division,,Concrete,154,41,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Monteiro_St_to_Flemington.jpg,Greenfield,5,15,42003151700,3,15,4,2-15,40.42738595,-79.93301833
1152098951,Montooth St from Industry St to Proxim Way,4th Division,,Concrete,107,,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Montooth_St_from_Industry_St_to_Proxim_Way.jpg,Beltzhoover,3,18,42003562400,5,18,3,4-16,40.41959918,-80.00596663
369553782,Montooth St from Nina Way to Industry St,4th Division,,Concrete,141,,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Montooth_St_from_Nina_Way_to_Industry_St.jpg,Beltzhoover,3,18,42003562400,5,18,3,4-16,40.42002925,-80.00600403
1837969878,Montooth St from W Warrington Ave to Nina Way,4th Division,1988-01-01,Concrete,144,37,0,100,422,1381,10,4,6,https://tools.wprdc.org/images/pittsburgh/steps/Montooth_St_from_W_Warrington_Ave_to_Nina_Way.jpg,Beltzhoover,3,18,42003562400,5,18,3,4-16,40.42042897,-80.00603186
1282157287,Montview St to Wabana St,1st Division,1950-01-01,Concrete,120,73,0,100,420,67,6,8,3,https://tools.wprdc.org/images/pittsburgh/steps/Montview_St_to_Wabana_St.jpg,Perry North,1,26,42003260200,1,26,1,1-15,40.49185782,-80.02456663
2106814775,Moore Ave from Knox Ave to Brownsville Rd North,4th Division,1929-01-01,Concrete,93,25,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Moore_Ave_from_Knox_Ave_to_Brownsville_Rd_North.jpg,Knoxville,3,30,42003300100,5,30,3,4-7,40.41144478,-79.99015073
679774617,Moore Ave from Knox Ave to Brownsville Rd South,4th Division,,Concrete,93,24,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Moore_Ave_from_Knox_Ave_to_Brownsville_Rd_South.jpg,Knoxville,3,30,42003300100,5,30,3,4-7,40.41137739,-79.99018291
1334173360,Morgan St from Centre Ave to Elba St,3rd Division,1949-01-01,Concrete,138,54,1,4,791,240,8,3,9,https://tools.wprdc.org/images/pittsburgh/steps/Morgan_St_from_Centre_Ave_to_Elba_St.jpg,Middle Hill,6,5,42003050100,3,5,2,2-5,40.44794397,-79.96679397
1992537094,Morrison St from St Marks Place to B St,1st Division,,Concrete,263,13,0,100,328,56,2,2,4,https://tools.wprdc.org/images/pittsburgh/steps/Morrison_St_from_St_Marks_Place_to_B_St.jpg,California-Kirkbride,6,25,42003250700,1,25,1,1-9,40.46048624,-80.02131601
56615664,Mosgrove St from Nobles Lane to Cloverdale St,4th Division,1973-01-01,Concrete,257,62,0,100,237,188,2,3,2,https://tools.wprdc.org/images/pittsburgh/steps/Mosgrove_St_from_Nobles_Lane_to_Cloverdale_St.jpg,Carrick,4,29,42003290100,3,29,3,4-23,40.39779386,-79.99732194
634815542,Moyer St to Chartiers Ave,5th Division,,Brick,307,50,0,100,838,89,10,9,8,https://tools.wprdc.org/images/pittsburgh/steps/Moyer_St_to_Chartiers_Ave.jpg,Sheraden,2,20,42003202200,5,20,6,1-16,40.45711252,-80.06610624
278499659,Mueller Ave from Crotzer Ave to Preston St,5th Division,,Brick/Asphalt,206,,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Mueller_Ave_from_Crotzer_Ave_to_Preston_St.jpg,Westwood,2,28,42003563100,5,28,6,1-18,40.43606821,-80.05794153
982107039,Mueller Ave from Preston St to Sedley Way,5th Division,,Brick/Asphalt,62,,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Mueller_Ave_from_Preston_St_to_Sedley_Way.jpg,Westwood,2,28,42003563100,5,28,6,1-18,40.43560978,-80.05799733
1461898992,Murdoch Rd from Hobart St to Gaurino Rd,3rd Division,,Asphalt/Wood,20,10,1,10,1659,119,10,10,9,https://tools.wprdc.org/images/pittsburgh/steps/Murdoch_Rd_from_Hobart_St_to_Gaurino_Rd.jpg,Squirrel Hill South,5,14,42003141300,3,14,4,2-21,40.43272498,-79.93060544
1894808994,Murray Ave at Beechwood Blvd,Construction,1928-01-01,Concrete,125,88,0,100,1185,452,10,8,7,https://tools.wprdc.org/images/pittsburgh/steps/Murray_Ave_at_Beechwood_Blvd.jpg,Greenfield,5,15,42003151700,3,15,4,2-15,40.42652758,-79.9271161
2044165941,Mutual St from Chartiers Ave to Kelvin St,5th Division,1950-01-01,Concrete/Wood,338,73,1,7,1080,78,7,2,9,https://tools.wprdc.org/images/pittsburgh/steps/Mutual_St_from_Chartiers_Ave_to_Kelvin_St.jpg,Sheraden,2,20,42003202200,5,20,6,1-16,40.45318412,-80.06306624
442193313,N Craig St at Bigelow Blvd,3rd Division,,Concrete,58,7,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/N_Craig_St_at_Bigelow_Blvd.jpg,North Oakland,6,5,42003562000,3,5,4,2-23,40.45637589,-79.9548789
1336489932,N Craig St near Bigelow Blvd from Gold Way,3rd Division,,Brick/Concrete,102,28,0,100,519,47,6,9,9,https://tools.wprdc.org/images/pittsburgh/steps/N_Craig_St_near_Bigelow_Blvd_from_Gold_Way.jpg,North Oakland,6,5,42003562000,3,5,4,2-23,40.45607103,-79.95430626
1849088230,N Evaline St from Brown Way to Rosetta St,2nd Division,1948-01-01,Concrete,130,110,1,6,898,98,7,3,9,https://tools.wprdc.org/images/pittsburgh/steps/N_Evaline_St_from_Brown_Way_to_Rosetta_St.jpg,Garfield,9,10,42003101700,2,10,5,3-4,40.46756849,-79.94042671
2018256531,N Evaline St from Kincaid St to Brown Way,2nd Division,1948-01-01,Concrete,108,58,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/N_Evaline_St_from_Kincaid_St_to_Brown_Way.jpg,Garfield,9,10,42003101700,2,10,5,3-4,40.46718565,-79.94051655
786655558,N Evaline St from Rosetta St to Shamrock Way,2nd Division,1948-01-01,Concrete,102,,1,6,769,98,7,4,8,https://tools.wprdc.org/images/pittsburgh/steps/N_Evaline_St_from_Rosetta_St_to_Shamrock_Way.jpg,Garfield,9,10,42003101700,2,10,5,3-4,40.46796519,-79.94048599
481040548,N Evaline St from Shamrock Way to Hillcrest St,2nd Division,1948-01-01,Concrete,105,,1,4,700,95,6,4,8,https://tools.wprdc.org/images/pittsburgh/steps/N_Evaline_St_from_Shamrock_Way_to_Hillcrest_St.jpg,Garfield,9,10,42003101700,2,10,5,3-4,40.46829627,-79.94040552
1254017796,N Pacific Ave from Jordan Way to Kincaid St,2nd Division,,Concrete,105,23,1,8,1118,240,10,4,10,https://tools.wprdc.org/images/pittsburgh/steps/N_Pacific_Ave_from_Jordan_Way_to_Kincaid_St.jpg,Garfield,9,10,42003101700,2,10,5,3-4,40.46665636,-79.93965793
164863237,N Pacific Ave from Kincaid St to Broad Way,2nd Division,,Concrete,107,27,1,7,1043,244,10,4,10,https://tools.wprdc.org/images/pittsburgh/steps/N_Pacific_Ave_from_Kincaid_St_to_Broad_Way.jpg,Garfield,9,10,42003101700,2,10,5,3-4,40.4670102,-79.93945199
351929567,N Winebiddle St from Brown Way to Rosetta St,2nd Division,1944-01-01,Concrete,127,35,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/N_Winebiddle_St_from_Brown_Way_to_Rosetta_St.jpg,Garfield,9,10,42003101700,2,10,5,3-4,40.46782189,-79.94228888
1942989788,N Winebiddle St from Kincaid St to Brown Way,2nd Division,1944-01-01,Concrete,117,31,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/N_Winebiddle_St_from_Kincaid_St_to_Brown_Way.jpg,Garfield,9,10,42003101700,2,10,5,3-4,40.46742746,-79.9423859
537195788,N Winebiddle St from Rosetta St to Shamrock Way,2nd Division,1944-01-01,Concrete,102,,1,7,753,57,7,6,8,https://tools.wprdc.org/images/pittsburgh/steps/N_Winebiddle_St_from_Rosetta_St_to_Shamrock_Way.jpg,Garfield,9,10,42003101700,2,10,5,3-4,40.46820641,-79.94219931
339421971,N Winebiddle St from Shamrock Way to Hillcrest St,2nd Division,1944-01-01,Concrete,104,,1,7,652,40,5,7,8,https://tools.wprdc.org/images/pittsburgh/steps/N_Winebiddle_St_from_Shamrock_Way_to_Hillcrest_St.jpg,Garfield,9,10,42003101700,2,10,5,3-4,40.46854208,-79.94212019
1966003970,Nanatasket St at Neeb St,3rd Division,,Concrete,11,7,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Nanatasket_St_at_Neeb_St.jpg,Greenfield,5,15,42003151600,3,15,4,2-12,40.42778107,-79.94079748
1368935417,Nansen St from Flowers Ave to Hazelwood Ave,3rd Division,1947-01-01,Concrete,643,152,1,1,368,27,2,1,3,https://tools.wprdc.org/images/pittsburgh/steps/Nansen_St_from_Flowers_Ave_to_Hazelwood_Ave.jpg,Hazelwood,5,15,42003562300,3,15,4,2-13,40.41289971,-79.9386635
1893056902,Nantasket St to Neeb St,3rd Division,,Wood,39,17,0,100,656,148,10,9,7,https://tools.wprdc.org/images/pittsburgh/steps/Nantasket_St_to_Neeb_St.jpg,Greenfield,5,15,42003151600,3,15,4,2-12,40.42765725,-79.94075857
499070611,Napoleon St from Goldstrom Ave to Bayonne Ave,5th Division,1974-01-01,Concrete,111,113,0,100,417,1,1,1,1,https://tools.wprdc.org/images/pittsburgh/steps/Napoleon_St_from_Goldstrom_Ave_to_Bayonne_Ave.jpg,Beechview,4,19,42003191600,5,19,6,4-28,40.41327148,-80.02936845
1424203708,Neeld Ave from Candance St to Broadway Ave,5th Division,1951-01-01,Asphalt/Concrete,120,8,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Neeld_Ave_from_Candance_St_to_Broadway_Ave.jpg,Beechview,4,19,42003192000,5,19,6,4-28,40.40268176,-80.03152898
1722700424,Neeld Ave from Wenzell Ave to Candace St,5th Division,1951-01-01,Concrete,276,81,0,100,911,418,10,3,4,https://tools.wprdc.org/images/pittsburgh/steps/Neeld_Ave_from_Wenzell_Ave_to_Candace_St.jpg,Beechview,4,19,42003192000,5,19,6,4-28,40.40264634,-80.03239363
2090470852,Newett St from Brownsville Rd to Dellrose St,4th Division,,Concrete,123,24,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Newett_St_from_Brownsville_Rd_to_Dellrose_St.jpg,Carrick,4,29,42003290100,3,29,3,4-12,40.39720068,-79.98831488
88065039,Nimick Pl from Karl St to Singer Pl,2nd Division,1949-01-01,Concrete,58,29,0,100,643,45,3,2,3,https://tools.wprdc.org/images/pittsburgh/steps/Nimick_Pl_from_Karl_St_to_Singer_Pl.jpg,East Hills,9,13,42003130600,2,13,5,3-17,40.45012157,-79.88306295
1502648274,Nimick Pl from Sickles St to Karl St,2nd Division,1949-01-01,Concrete,297,,0,100,713,45,4,2,3,https://tools.wprdc.org/images/pittsburgh/steps/Nimick_Pl_from_Sickles_St_to_Karl_St.jpg,East Hills,9,13,42003130600,2,13,5,3-17,40.4503039,-79.88247553
651507301,Noah St from Phelan Way to Tasso St,3rd Division,1945-01-01,Concrete,297,20,0,100,327,0,2,3,1,https://tools.wprdc.org/images/pittsburgh/steps/Noah_St_from_Phelan_Way_to_Tasso_St.jpg,Hazelwood,5,15,42003562900,3,15,4,2-12,40.41958642,-79.9457228
1677765185,Noblestown Rd at Anderson Dr from Baldwick Rd,5th Division,,Wood,210,11,0,100,304,27,5,9,3,https://tools.wprdc.org/images/pittsburgh/steps/Noblestown_Rd_at_Anderson_Dr_from_Baldwick_Rd.jpg,Oakwood,2,28,42003562800,5,28,6,1-19,40.42666225,-80.06144269
1008647935,Noblestown Rd from McCartney St,5th Division,,Concrete,120,115,0,100,173,6,1,1,1,https://tools.wprdc.org/images/pittsburgh/steps/Noblestown_Rd_from_McCartney_St.jpg,Westwood,2,20,42003563100,5,20,6,1-17,40.43649723,-80.03939416
780804318,Nordica St from Steele Court to Ampere St,3rd Division,1949-01-01,Concrete,134,31,0,100,572,45,6,8,6,https://tools.wprdc.org/images/pittsburgh/steps/Nordica_St_from_Steele_Court_to_Ampere_St.jpg,Hazelwood,5,15,42003562300,3,15,4,2-13,40.40959604,-79.93905403
1710606756,North Homewood Ave from Upland St to Saxon Way,2nd Division,1948-01-01,Concrete,116,43,1,6,982,37,5,2,5,https://tools.wprdc.org/images/pittsburgh/steps/North_Homewood_Ave_from_Upland_St_to_Saxon_Way.jpg,Homewood North,9,13,42003130100,2,13,5,3-18,40.46228949,-79.89447708
1780540044,North Lang Ave from Chaucer St to Apple St,2nd Division,1940-01-01,Concrete,159,75,2,9,838,86,9,7,8,https://tools.wprdc.org/images/pittsburgh/steps/North_Lang_Ave_from_Chaucer_St_to_Apple_St.jpg,Homewood North,9,13,42003130100,2,13,5,3-18,40.46362088,-79.89637112
957261469,Norwood Ave from Kennedy  to Marshall Ave,1st Division,,Concrete,131,38,0,100,1045,88,9,6,7,https://tools.wprdc.org/images/pittsburgh/steps/Norwood_Ave_from_Kennedy__to_Marshall_Ave.jpg,Perry South,1,26,42003261500,1,26,1,1-23,40.4746289,-80.01360249
1643386057,Norwood Ave from Kennedy Ave to Searles Way,1st Division,1953-01-01,Concrete,101,10,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/Norwood_Ave_from_Kennedy_Ave_to_Searles_Way.jpg,Perry South,1,26,42003261500,1,26,1,1-23,40.47393824,-80.01357112
354493135,O'Hern St from Buena Vista St to Perrysville Ave,1st Division,1948-01-01,Concrete,450,140,,,,,,,,https://tools.wprdc.org/images/pittsburgh/steps/O'Hern_St_from_Buena_Vista_St_to_Perrysville_Ave.jpg,Central Northside,6,25,42003261400,1,25,1,1-10,40.45996744,-80.01415682
552196971,O'Hern St from Columbia Place to Buena Vista St,1st Division,1936-01-01,Concrete,81,62,1,10,815,320,10,9,10,https://tools.wprdc.org/images/pittsburgh/steps/O'Hern_St_from_Columbia_Place_to_Buena_Vista_St.jpg,Perry South,6,25,42003250300,1,25,1,1-21,40.45946363,-80.01564176
1421467518,Oakhill St from Oxfield St,1st Division,,Concrete/Wood,138,65,0,100,351,17,5,10,6,https://tools.wprdc.org/images/pittsburgh/steps/Oakhill_St_from_Oxfield_St.jpg,Marshall-Shadeland,1,27,42003271500,1,27,1,1-14,40.47223318,-80.03419966
613979379,Oakleaf Dr from Leaside Dr,3rd Division,1948-01-01,Concrete,172,46,0,100,319,77,5,6,2,https://tools.wprdc.org/images/pittsburgh/steps/Oakleaf_Dr_from_Leaside_Dr.jpg,Lincoln Place,5,31,42003310200,3,31,4,4-20,40.37224598,-79.91456703
1491233840,Oakley Way from Joesphine St to McCord St,4th Division,1928-01-01,Concrete,130,,0,100,1118,104,8,3,9,https://tools.wprdc.org/images/pittsburgh/steps/Oakley_Way_from_Joesphine_St_to_McCord_St.jpg,South Side Slopes,3,16,42003160800,3,16,3,4-24,40.42352651,-79.96870123
1224088689,Oakley Way from McCord St to Shelly St,4th Division,1928-01-01,Concrete,115,,0,100,1048,69,6,2,6,https://tools.wprdc.org/images/pittsburgh/steps/Oakley_Way_from_McCord_St_to_Shelly_St.jpg,South Side Slopes,3,16,42003160800,3,16,3,4-24,40.42314611,-79.96883171
2013924156,Oakley Way from Mission St to Stromberg St,4th Division,1931-01-01,Concrete,165,,0,100,922,45,5,1,6,https://tools.wprdc.org/images/pittsburgh/steps/Oakley_Way_from_Mission_St_to_Stromberg_St.jpg,South Side Slopes,3,16,42003160800,3,16,3,4-22,40.42202794,-79.9694147
1733707886,Oakley Way from Shelly St to Stella St,4th Division,1928-01-01,Concrete,87,20,0,100,994,69,5,1,6,https://tools.wprdc.org/images/pittsburgh/steps/Oakley_Way_from_Shelly_St_to_Stella_St.jpg,South Side Slopes,3,16,42003160800,3,16,3,4-24,40.4228465,-79.9689674
1275191243,Oakley Way from Stella St to Mission St,4th Division,1928-01-01,Concrete,154,,0,100,987,63,6,3,8,https://tools.wprdc.org/images/pittsburgh/steps/Oakley_Way_from_Stella_St_to_Mission_St.jpg,South Side Slopes,3,16,42003160800,3,16,3,4-24,40.42247582,-79.96917379
513682215,Oakley Way from Stromberg St to Sumner St,4th Division,1931-01-01,Concrete,140,22,0,100,862,45,4,1,5,https://tools.wprdc.org/images/pittsburgh/steps/Oakley_Way_from_Stromberg_St_to_Sumner_St.jpg,South Side Slopes,3,16,42003160800,3,16,3,4-22,40.42154094,-79.96964537
1075127659,Oakwood St from Glendon St to Oakwood St,5th Division,1948-01-01,Concrete,89,28,0,100,192,0,1,1,1,https://tools.wprdc.org/images/pittsburgh/steps/Oakwood_St_from_Glendon_St_to_Oakwood_St.jpg,Oakwood,2,28,42003562800,5,28,6,1-19,40.42631524,-80.06524343
672017920,Oakwood St from Oakwood St to Balver Ave,5th Division,1964-01-01,Concrete,165,18,0,100,534,0,3,6,3,https://tools.wprdc.org/images/pittsburgh/steps/Oakwood_St_from_Oakwood_St_to_Balver_Ave.jpg,Oakwood,2,28,42003562800,5,28,6,1-19,40.42941459,-80.06692576
774290560,Oberlin St from Lemington Ave to Somerset St,2nd Division,1961-01-01,Concrete,186,50,0,100,498,19,5,9,4,https://tools.wprdc.org/images/pittsburgh/steps/Oberlin_St_from_Lemington_Ave_to_Somerset_St.jpg,Lincoln-Lemington-Belmar,9,12,42003561900,2,12,5,3-18,40.46745943,-79.89025518
